objid,ra,dec,redshift,radius,magnitude,baryonic_density_proxy,Delta,KK_Mass_eV
1237648674532688691,245.187391215095,0.349725587480174,0.09345763,4.694709,17.33708,5.27169947457241,0.4210091610048505,1.8673576432057887e-21
1237648674532492137,244.683647759789,0.355311644480782,0.03141671,14.91128,17.25975,0.5611386064773455,0.044813725641980016,1.833940674452205e-21
1237648674532491713,244.662560262452,0.367732202774194,0.1070465,6.763713,16.84942,3.9798037564848467,0.31783561421955697,1.858132732725251e-21
1237648674532229982,244.07134985343,0.416026822516872,0.1322336,6.418687,17.25352,3.045787523631484,0.24324308623968757,1.851491693488478e-21
1237648674532098608,243.739991277242,0.333686039828599,0.05734747,2.807854,16.59754,29.12292259634426,2.325818698018744,2.0461403539255758e-21
1237648674532033112,243.689839860675,0.348816909417243,0.09287044,5.402016,16.94287,5.724535694007393,0.45717362708196774,1.8706019939389813e-21
1237648674532032975,243.621929243403,0.341831939251139,0.06486723,7.62304,16.89587,3.0018957277262026,0.2397377938272104,1.8511801987446588e-21
1237648674532032767,243.691774843466,0.373370718798572,0.09227547,4.25761,16.80532,10.460206193239939,0.835374371129319,1.9048703274228824e-21
1237648674531836458,243.215532312264,0.379758039443281,0.0446232,7.060227,16.35887,5.738715179371148,0.45830603101835854,1.8707036740013307e-21
1237648674531836146,243.2007420717,0.379463848944328,0.04373603,7.378372,16.53757,4.457084881256839,0.35595230256131916,1.8615354861976923e-21
1237648674531836085,243.179404501112,0.379983287989953,0.04445201,6.214911,15.2757,20.083998140626925,1.603950917079573,1.9764565315478064e-21
1237648674531836030,243.153419412377,0.382489969814394,0.04248704,5.494436,17.04136,5.053703542023987,0.40359954099381495,1.865797815665016e-21
1237648674531836029,243.15460901376,0.379971633004203,0.04314469,8.515075,14.99002,13.919224672631545,1.1116189626378388,1.9302966138866414e-21
1237648674531705379,242.935569173599,0.403133609775869,0.07381339,4.170063,17.17984,7.722870768489689,0.6167649272257599,1.8849865457854765e-21
1237648674531705268,242.89204391107,0.284318346810326,0.04449686,7.715136,17.13796,2.344924303689748,0.1872706550284487,1.8465240101664534e-21
1237648674531705019,242.919932090277,0.325963285343393,0.0439464,10.92978,15.31788,6.2463333740360225,0.498845502450195,1.8743474102461534e-21
1237648674531639780,242.7336904109,0.368543270447035,0.1057967,3.965697,17.17263,8.596248121936496,0.6865147049945507,1.891308036870976e-21
1237648674531639679,242.683317057617,0.248454167354799,0.06217964,4.285079,17.6702,4.655885956663142,0.37182898035135165,1.8629546668512186e-21
1237648674531639653,242.672629656979,0.276520003976515,0.06205918,8.074271,14.95234,16.027188933677998,1.2799654833854692,1.9459578234213314e-21
1237648674531639615,242.662865539337,0.295691396172182,0.05806117,5.345446,15.61422,19.876691935029537,1.5873950014567966,1.9748864971877027e-21
1237648674531639378,242.706199371616,0.312853548140682,0.1062192,6.199158,15.86116,11.772551229553917,0.9401810440727234,1.914477342090921e-21
1237648674531574366,242.652981237817,0.312556692277395,0.08021929,3.146697,16.86942,18.051867943833898,1.4416606664059324,1.96111988278405e-21
1237648674531574300,242.612226261396,0.295275632101207,0.1169517,7.159583,16.06521,7.3137572844432395,0.5840922520277607,1.882032660111414e-21
1237648674531574095,242.516845635278,0.363767222011673,0.117874,4.915095,17.4405,4.372563923330868,0.3492022786353772,1.860932444260708e-21
1237648674531508846,242.481084976207,0.226493849104175,0.07248693,4.676765,17.19791,6.038720157803762,0.48226506830347193,1.8728562839867813e-21
1237648674531508612,242.385319631626,0.26344984495662,0.1057904,5.015779,17.15111,5.481244997758477,0.43774391330520696,1.8688582346592633e-21
1237648674531312117,241.980210512179,0.270965952514753,0.147191,5.150781,16.85709,6.814246346071297,0.544200243370766,1.8784323611350964e-21
1237648674531246571,241.897331696494,0.295857253483264,0.1458499,6.984904,17.15683,2.811558451769296,0.22453705310876004,1.8498300044886627e-21
1237648674531246539,241.877987736021,0.317397933258661,0.1470155,5.637608,17.39866,3.45419022201491,0.27585899657901314,1.8543925918458532e-21
1237648674530656454,240.40948903357,0.366185871632552,0.1305119,2.968368,17.54644,10.873979697195677,0.868419205453941,1.907894138871501e-21
1237648674530394510,239.88952324535,0.30259630698855,0.1193563,5.096433,16.89978,6.691991207682407,0.5344366873315984,1.877552238764244e-21
1237648674530394462,239.874400887837,0.313251662084535,0.1195725,3.265838,17.38326,10.440149651364024,0.8337726129280848,1.904723878252659e-21
1237648674530394376,239.828142719378,0.365264080096789,0.1393154,4.304852,17.67471,4.59409053835959,0.36689386647784455,1.862513412232424e-21
1237648674530394132,239.815697220443,0.369854821277426,0.09330573,6.527056,17.16713,3.1894318172764122,0.25471482582618793,1.8525114861004017e-21
