# Event Horizon Telescope (EHT) M87* Spin Bounds
# Constraint on dimensionless spin parameter a*
BlackHole,Mass_Msun,errMass,Spin_a_star,errSpin,Reference
M87*,6.5e9,0.7e9,0.90,0.05,"EHT Collaboration 2019"
